trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.7255000000000099}",20,0,-28.891440487629396,"{0: 14, 1: 5, 2: 0, 3: 1, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.72400000000001}",20,1,-27.069838914864068,"{0: 10, 1: 9, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.72250000000001}",20,5,0.21161952382934102,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.7210000000000101}",30,0,-67.39052457639772,"{0: 14, 1: 16, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.7195000000000101}",20,0,-3.9783312633823087,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.7180000000000102}",20,0,-19.40347476492554,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.7165000000000102}",35,0,-46.60274588644864,"{0: 19, 1: 16, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.7150000000000103}",20,0,-38.46231187669324,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.7135000000000103}",35,14,1.451319867995494,"{0: 16, 1: 5, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.7120000000000104}",20,0,-17.843069447719184,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.7105000000000105}",25,0,-39.37429302374754,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.7090000000000105}",20,0,-20.45927910600148,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.7075000000000106}",30,10,8.917491369910113,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.7060000000000106}",25,0,-13.990763557982232,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.7045000000000107}",30,0,-53.04039919260248,"{0: 14, 1: 16, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.7030000000000107}",25,8,-15.4732774105808,"{0: 10, 1: 7, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.7015000000000108}",25,13,22.567665566371033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.7000000000000108}",20,8,-14.910119695824635,"{0: 7, 1: 5, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.6985000000000109}",25,0,-3.373818192821754,"{0: 20, 1: 5, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.6970000000000109}",20,5,-25.453967024653156,"{0: 7, 1: 8, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.695500000000011}",25,0,-6.873384392234857,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.694000000000011}",20,2,-8.84056463100451,"{0: 12, 1: 6, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.6925000000000111}",20,0,-35.81730260396371,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.6910000000000112}",25,0,-26.422574319110964,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.6895000000000112}",25,0,6.014723640911513,"{0: 20, 1: 5, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.6880000000000113}",20,11,-12.342075848588697,"{0: 5, 1: 4, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.6865000000000113}",20,0,-14.820715946781014,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.6850000000000114}",30,0,-37.16460233707963,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.6835000000000114}",20,3,-6.571799415472184,"{0: 12, 1: 5, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.6820000000000115}",20,12,-5.634274205374408,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.6805000000000115}",20,2,-14.776225617655678,"{0: 11, 1: 7, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.6790000000000116}",25,0,-27.139385571604944,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.6775000000000116}",30,0,-42.6595532302678,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.6760000000000117}",30,4,-58.18955948842027,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.6745000000000118}",20,0,-16.05030491414266,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.6730000000000118}",25,10,-0.11069114009433334,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.6715000000000119}",25,0,-28.051806278378894,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.6700000000000119}",20,5,-4.588630159561102,"{0: 10, 1: 5, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.668500000000012}",20,0,-32.62437826941633,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.667000000000012}",20,12,7.218203740790459,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.6655000000000121}",30,10,-6.230818688160113,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.6640000000000121}",30,2,-0.15340704907243952,"{0: 21, 1: 7, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.6625000000000122}",20,4,9.84391740268674,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.6610000000000122}",35,0,-54.67154501679829,"{0: 19, 1: 16, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.6595000000000123}",20,0,-27.244869897758967,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.6580000000000124}",25,2,-13.291046526795741,"{0: 16, 1: 7, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.6565000000000124}",20,0,-19.425888280093076,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.6550000000000125}",30,0,-22.98309466921878,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.6535000000000125}",30,0,-35.72873759005588,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.6520000000000126}",25,3,3.1402778296364753,"{0: 17, 1: 5, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.6505000000000126}",25,7,-21.4984103702527,"{0: 10, 1: 8, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.6490000000000127}",20,11,0.6216011432015451,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.6475000000000127}",20,0,-12.70795946492268,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.6460000000000128}",20,0,-39.652533638911926,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.6445000000000128}",20,13,5.828868563684941,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.6430000000000129}",30,0,-2.63530464077017,"{0: 22, 1: 8, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.641500000000013}",20,11,-3.3265103823052335,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.640000000000013}",20,0,-23.012976329410012,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.6385000000000131}",25,12,-3.969737209556557,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.6370000000000131}",20,0,-17.050043897256593,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.6355000000000132}",25,3,24.472747516604056,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.6340000000000132}",20,3,4.827736613233072,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.6325000000000133}",25,4,-32.057170810057784,"{0: 11, 1: 10, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.6310000000000133}",20,6,-5.424138340364457,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.6295000000000134}",20,3,-34.20986835973917,"{0: 8, 1: 9, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.6280000000000134}",20,0,-18.069357282515057,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.6265000000000135}",25,8,1.0379382436846378,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.6250000000000135}",20,0,-4.106242931747504,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.6235000000000136}",20,3,-19.603494508332318,"{0: 9, 1: 8, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.6220000000000137}",30,3,-8.737671340881057,"{0: 19, 1: 8, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.6205000000000137}",25,9,-10.408155826423096,"{0: 10, 1: 6, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.6190000000000138}",25,0,-12.15315526439695,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.6175000000000138}",30,6,-49.86784928745436,"{0: 16, 1: 7, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.6160000000000139}",20,0,-13.748005486329298,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.6145000000000139}",25,0,-30.35726599716404,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.613000000000014}",25,0,-15.398222285510286,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.611500000000014}",30,8,20.98682632488441,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.6100000000000141}",20,6,4.741583253913172,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.6085000000000141}",20,3,2.914817176552698,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.6070000000000142}",20,0,-15.42868267616452,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.6055000000000142}",20,0,-31.34413489506003,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.6040000000000143}",25,0,-1.854203467025811,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.6025000000000144}",25,9,-16.22490615811059,"{0: 9, 1: 7, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.6010000000000144}",35,0,-16.502467923788657,"{0: 24, 1: 11, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.5995000000000145}",35,2,-15.47867083910523,"{0: 22, 1: 11, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.5980000000000145}",25,3,11.969713414801838,"{0: 18, 1: 4, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.5965000000000146}",20,4,-24.315793397649124,"{0: 8, 1: 8, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.5950000000000146}",20,9,6.7231584364875765,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.5935000000000147}",20,0,-42.8032739361585,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.5920000000000147}",20,0,-17.60735771838363,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.5905000000000148}",20,4,3.079850591578845,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.5890000000000148}",20,0,-7.610544895957156,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.5875000000000149}",30,0,-29.552386936091743,"{0: 18, 1: 12, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.586000000000015}",30,1,10.145772761911552,"{0: 23, 1: 6, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.584500000000015}",20,2,6.247594931120207,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.5830000000000151}",20,8,-3.0821006692847184,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.5815000000000151}",25,0,-21.648442001424183,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.5800000000000152}",30,7,-23.06854865465435,"{0: 14, 1: 9, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.5785000000000152}",20,14,-1.5695639418692195,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.5770000000000153}",20,0,-0.42820106357904275,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.5755000000000153}",25,0,-31.05958620321241,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.5740000000000154}",25,7,5.976405439550025,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.5725000000000154}",20,6,16.065653948335076,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.5710000000000155}",20,0,-6.889307918806868,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.5695000000000155}",20,0,-20.14654502374381,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.5680000000000156}",20,0,-21.947097978604965,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.5665000000000157}",25,5,-0.775450703084577,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.5650000000000157}",30,1,7.984717569413098,"{0: 23, 1: 6, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.5635000000000158}",25,1,-1.520497016536499,"{0: 18, 1: 6, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.5620000000000158}",20,8,7.880647291243072,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.5605000000000159}",30,7,-11.147357680427545,"{0: 16, 1: 7, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.5590000000000159}",25,0,-2.027330231104126,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.557500000000016}",30,0,-42.11095486377815,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.556000000000016}",25,8,0.8562815433581965,"{0: 12, 1: 5, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.5545000000000161}",20,9,14.419182161135938,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.5530000000000161}",20,5,1.939394403056873,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.5515000000000162}",25,11,25.28177807216433,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.5500000000000163}",20,2,-26.263628956378636,"{0: 10, 1: 8, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.5485000000000163}",25,0,-7.399801763603156,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.5470000000000164}",20,0,1.985733262933132,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.5455000000000164}",20,7,-4.4091066691628225,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.5440000000000165}",25,0,7.866077922846436,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.5425000000000165}",25,0,1.3365077537847332,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.5410000000000166}",20,0,-1.7632287437005765,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.5395000000000166}",30,9,13.062948950325438,"{0: 17, 1: 4, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.5380000000000167}",20,11,-17.118846106062346,"{0: 4, 1: 5, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.5365000000000167}",35,9,4.716046372012087,"{0: 20, 1: 6, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.5350000000000168}",20,0,-12.534307194533616,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.5335000000000168}",20,0,6.9931880965303295,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.5320000000000169}",20,0,-18.138404528606554,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.530500000000017}",20,7,-10.661846790996156,"{0: 8, 1: 5, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.529000000000017}",20,2,-10.613821203487383,"{0: 12, 1: 6, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.5275000000000171}",20,8,-10.210729387989605,"{0: 7, 1: 5, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.5260000000000171}",20,0,-3.9409855279743153,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.5245000000000172}",30,8,-13.150452020070109,"{0: 14, 1: 8, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.5230000000000172}",20,7,24.05870363793007,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.5215000000000173}",20,0,-30.696681155518963,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.5200000000000173}",20,0,-2.5977961099000586,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.5185000000000174}",20,2,4.750993946751321,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.5170000000000174}",25,8,2.3796488779592533,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.5155000000000175}",20,12,7.753107198429006,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.5140000000000176}",25,1,5.382502305623583,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.5125000000000176}",25,7,11.548941101004866,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.5110000000000177}",20,8,21.41445239722302,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.5095000000000177}",20,3,12.91591321339073,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.5080000000000178}",25,13,16.468690074955976,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.5065000000000178}",25,0,-9.047668892414794,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.5050000000000179}",30,0,15.752808558559144,"{0: 25, 1: 5, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.5035000000000179}",30,0,-10.078727794922518,"{0: 21, 1: 9, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.502000000000018}",20,6,12.587618179450143,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.500500000000018}",20,0,-35.73641509967322,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.49900000000001804}",20,0,-12.544034709283645,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.49750000000001804}",25,13,17.382353383039757,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.49600000000001804}",25,6,-1.689443743208991,"{0: 13, 1: 6, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.49450000000001804}",30,13,30.06065986178675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.49300000000001803}",20,1,5.497606629428758,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.49150000000001803}",20,8,16.27515827883593,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.49000000000001803}",35,22,11.156302445811896,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.48850000000001803}",20,1,-13.87640062224116,"{0: 12, 1: 7, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.48700000000001803}",25,9,14.784823385362262,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.48550000000001803}",30,16,-0.3003357338771442,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.484000000000018}",20,13,8.1522146431306,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.482500000000018}",20,5,10.551155328848782,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.481000000000018}",25,18,3.6102397331435565,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.479500000000018}",30,0,-9.164695639508498,"{0: 22, 1: 8, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.478000000000018}",20,0,-10.609136952090648,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.476500000000018}",30,12,35.12800074802047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.475000000000018}",20,5,13.370326600100295,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.473500000000018}",30,7,-1.8963627218462984,"{0: 17, 1: 6, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.472000000000018}",20,2,2.123726693933322,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.470500000000018}",20,0,4.596778700578218,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.469000000000018}",20,15,1.9497560642010998,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.467500000000018}",20,5,-0.08923637678894547,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.466000000000018}",20,4,-13.209514851391823,"{0: 10, 1: 6, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.464500000000018}",20,12,7.40974477893687,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.463000000000018}",20,11,-4.251100995521154,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.461500000000018}",20,2,6.880040269430177,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.460000000000018}",20,0,-14.090677766280294,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.458500000000018}",30,17,19.098098531586093,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.457000000000018}",30,2,7.89332012034083,"{0: 23, 1: 5, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.455500000000018}",30,7,21.843490335162283,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.454000000000018}",25,10,9.547372890762308,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.452500000000018}",25,0,10.440510293612183,"{0: 20, 1: 5, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.451000000000018}",20,10,6.946582532696184,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
